distrito,ano,semana,casos_notificados,semana_epidemiologica
RICARDO PALMA,2023,28,2,2023-SE28
RICARDO PALMA,2023,30,1,2023-SE30
RICARDO PALMA,2023,43,1,2023-SE43
RICARDO PALMA,2023,45,1,2023-SE45
RICARDO PALMA,2023,49,1,2023-SE49
RICARDO PALMA,2024,4,1,2024-SE04
RICARDO PALMA,2024,5,3,2024-SE05
RICARDO PALMA,2024,6,3,2024-SE06
RICARDO PALMA,2024,7,1,2024-SE07
RICARDO PALMA,2024,8,10,2024-SE08
RICARDO PALMA,2024,9,16,2024-SE09
RICARDO PALMA,2024,10,15,2024-SE10
RICARDO PALMA,2024,11,17,2024-SE11
RICARDO PALMA,2024,12,25,2024-SE12
RICARDO PALMA,2024,13,19,2024-SE13
RICARDO PALMA,2024,14,24,2024-SE14
RICARDO PALMA,2024,15,23,2024-SE15
RICARDO PALMA,2024,16,28,2024-SE16
RICARDO PALMA,2024,17,14,2024-SE17
RICARDO PALMA,2024,18,16,2024-SE18
RICARDO PALMA,2024,19,14,2024-SE19
RICARDO PALMA,2024,20,10,2024-SE20
RICARDO PALMA,2024,21,10,2024-SE21
RICARDO PALMA,2024,22,8,2024-SE22
RICARDO PALMA,2024,23,3,2024-SE23
RICARDO PALMA,2024,24,3,2024-SE24
RICARDO PALMA,2024,25,3,2024-SE25
RICARDO PALMA,2024,26,3,2024-SE26
RICARDO PALMA,2024,27,4,2024-SE27
RICARDO PALMA,2024,28,1,2024-SE28
RICARDO PALMA,2024,29,1,2024-SE29
RICARDO PALMA,2024,30,1,2024-SE30
RICARDO PALMA,2024,31,1,2024-SE31
RICARDO PALMA,2024,35,1,2024-SE35
RICARDO PALMA,2024,38,1,2024-SE38
RICARDO PALMA,2024,40,1,2024-SE40
RICARDO PALMA,2024,43,2,2024-SE43
RICARDO PALMA,2024,44,3,2024-SE44
RICARDO PALMA,2024,45,1,2024-SE45
RICARDO PALMA,2024,46,1,2024-SE46
RICARDO PALMA,2024,47,1,2024-SE47
RICARDO PALMA,2024,49,3,2024-SE49
RICARDO PALMA,2024,50,1,2024-SE50
RICARDO PALMA,2024,51,2,2024-SE51
RIMAC,2005,24,1,2005-SE24
RIMAC,2007,37,1,2007-SE37
RIMAC,2009,4,1,2009-SE04
RIMAC,2009,11,7,2009-SE11
RIMAC,2009,14,2,2009-SE14
RIMAC,2009,16,1,2009-SE16
RIMAC,2012,10,1,2012-SE10
RIMAC,2012,30,1,2012-SE30
RIMAC,2017,14,1,2017-SE14
RIMAC,2021,17,1,2021-SE17
RIMAC,2022,8,1,2022-SE08
RIMAC,2022,16,1,2022-SE16
RIMAC,2023,4,1,2023-SE04
RIMAC,2023,11,2,2023-SE11
RIMAC,2023,12,1,2023-SE12
RIMAC,2023,13,4,2023-SE13
RIMAC,2023,14,9,2023-SE14
RIMAC,2023,15,18,2023-SE15
RIMAC,2023,16,43,2023-SE16
RIMAC,2023,17,61,2023-SE17
RIMAC,2023,18,119,2023-SE18
RIMAC,2023,19,153,2023-SE19
RIMAC,2023,20,144,2023-SE20
RIMAC,2023,21,140,2023-SE21
RIMAC,2023,22,124,2023-SE22
RIMAC,2023,23,128,2023-SE23
RIMAC,2023,24,125,2023-SE24
RIMAC,2023,25,100,2023-SE25
RIMAC,2023,26,52,2023-SE26
RIMAC,2023,27,56,2023-SE27
RIMAC,2023,28,48,2023-SE28
RIMAC,2023,29,24,2023-SE29
RIMAC,2023,30,15,2023-SE30
RIMAC,2023,31,19,2023-SE31
RIMAC,2023,32,11,2023-SE32
RIMAC,2023,33,11,2023-SE33
RIMAC,2023,34,10,2023-SE34
RIMAC,2023,35,5,2023-SE35
RIMAC,2023,36,3,2023-SE36
RIMAC,2023,37,1,2023-SE37
RIMAC,2023,38,2,2023-SE38
RIMAC,2023,39,1,2023-SE39
RIMAC,2023,40,3,2023-SE40
RIMAC,2023,41,4,2023-SE41
RIMAC,2023,43,1,2023-SE43
RIMAC,2024,1,1,2024-SE01
RIMAC,2024,3,1,2024-SE03
RIMAC,2024,4,2,2024-SE04
RIMAC,2024,5,1,2024-SE05
RIMAC,2024,6,1,2024-SE06
RIMAC,2024,7,2,2024-SE07
RIMAC,2024,8,18,2024-SE08
RIMAC,2024,9,24,2024-SE09
RIMAC,2024,10,47,2024-SE10
RIMAC,2024,11,53,2024-SE11
RIMAC,2024,12,66,2024-SE12
RIMAC,2024,13,99,2024-SE13
RIMAC,2024,14,110,2024-SE14
RIMAC,2024,15,153,2024-SE15
RIMAC,2024,16,164,2024-SE16
RIMAC,2024,17,131,2024-SE17
RIMAC,2024,18,118,2024-SE18
RIMAC,2024,19,126,2024-SE19
RIMAC,2024,20,91,2024-SE20
RIMAC,2024,21,78,2024-SE21
RIMAC,2024,22,34,2024-SE22
RIMAC,2024,23,13,2024-SE23
RIMAC,2024,24,12,2024-SE24
RIMAC,2024,25,10,2024-SE25
RIMAC,2024,26,5,2024-SE26
RIMAC,2024,27,1,2024-SE27
RIMAC,2024,28,1,2024-SE28
RIMAC,2024,29,1,2024-SE29
RIMAC,2024,35,1,2024-SE35
RIMAC,2024,49,1,2024-SE49
SAN ANTONIO,2021,15,1,2021-SE15
SAN ANTONIO,2021,16,3,2021-SE16
SAN ANTONIO,2021,18,1,2021-SE18
SAN ANTONIO,2021,19,1,2021-SE19
SAN ANTONIO,2021,20,1,2021-SE20
SAN ANTONIO,2022,17,1,2022-SE17
SAN ANTONIO,2022,21,1,2022-SE21
SAN ANTONIO,2023,8,1,2023-SE08
SAN ANTONIO,2023,15,23,2023-SE15
SAN ANTONIO,2023,16,40,2023-SE16
SAN ANTONIO,2023,17,27,2023-SE17
SAN ANTONIO,2023,18,9,2023-SE18
SAN ANTONIO,2023,19,9,2023-SE19
SAN ANTONIO,2023,20,12,2023-SE20
SAN ANTONIO,2023,21,12,2023-SE21
SAN ANTONIO,2023,22,29,2023-SE22
SAN ANTONIO,2023,23,21,2023-SE23
SAN ANTONIO,2023,24,12,2023-SE24
SAN ANTONIO,2023,25,12,2023-SE25
SAN ANTONIO,2023,26,10,2023-SE26
SAN ANTONIO,2023,27,7,2023-SE27
SAN ANTONIO,2023,28,2,2023-SE28
SAN ANTONIO,2023,30,1,2023-SE30
SAN ANTONIO,2023,35,1,2023-SE35
SAN ANTONIO,2023,40,1,2023-SE40
SAN ANTONIO,2023,42,1,2023-SE42
SAN ANTONIO,2023,43,1,2023-SE43
SAN ANTONIO,2023,51,1,2023-SE51
SAN ANTONIO,2024,7,2,2024-SE07
SAN ANTONIO,2024,9,7,2024-SE09
SAN ANTONIO,2024,10,15,2024-SE10
SAN ANTONIO,2024,11,17,2024-SE11
SAN ANTONIO,2024,12,28,2024-SE12
SAN ANTONIO,2024,13,19,2024-SE13
SAN ANTONIO,2024,14,33,2024-SE14
SAN ANTONIO,2024,15,37,2024-SE15
SAN ANTONIO,2024,16,47,2024-SE16
SAN ANTONIO,2024,17,30,2024-SE17
SAN ANTONIO,2024,18,37,2024-SE18
SAN ANTONIO,2024,19,22,2024-SE19
SAN ANTONIO,2024,20,11,2024-SE20
SAN ANTONIO,2024,21,15,2024-SE21
SAN ANTONIO,2024,22,11,2024-SE22
SAN ANTONIO,2024,23,8,2024-SE23
SAN ANTONIO,2024,24,9,2024-SE24
SAN ANTONIO,2024,25,4,2024-SE25
SAN ANTONIO,2024,27,1,2024-SE27
SAN ANTONIO,2024,34,1,2024-SE34
SAN BARTOLO,2023,16,1,2023-SE16
SAN BARTOLO,2023,19,1,2023-SE19
SAN BARTOLO,2023,20,1,2023-SE20
SAN BARTOLO,2023,21,1,2023-SE21
SAN BARTOLO,2023,23,2,2023-SE23
SAN BARTOLO,2023,25,1,2023-SE25
SAN BARTOLO,2023,26,1,2023-SE26
SAN BARTOLO,2023,36,1,2023-SE36
SAN BARTOLO,2023,39,1,2023-SE39
SAN BARTOLO,2024,6,1,2024-SE06
SAN BARTOLO,2024,8,2,2024-SE08
SAN BARTOLO,2024,10,3,2024-SE10
SAN BARTOLO,2024,11,1,2024-SE11
SAN BARTOLO,2024,13,4,2024-SE13
SAN BARTOLO,2024,14,1,2024-SE14
SAN BARTOLO,2024,15,2,2024-SE15
SAN BARTOLO,2024,16,3,2024-SE16
SAN BARTOLO,2024,17,2,2024-SE17
SAN BARTOLO,2024,19,4,2024-SE19
SAN BORJA,2021,52,1,2021-SE52
SAN BORJA,2023,9,2,2023-SE09
SAN BORJA,2023,13,2,2023-SE13
SAN BORJA,2023,15,2,2023-SE15
SAN BORJA,2023,16,1,2023-SE16
SAN BORJA,2023,17,1,2023-SE17
SAN BORJA,2023,18,4,2023-SE18
SAN BORJA,2023,20,5,2023-SE20
SAN BORJA,2023,21,2,2023-SE21
SAN BORJA,2023,22,3,2023-SE22
SAN BORJA,2023,23,7,2023-SE23
SAN BORJA,2023,24,4,2023-SE24
SAN BORJA,2023,25,1,2023-SE25
SAN BORJA,2023,26,2,2023-SE26
SAN BORJA,2023,27,5,2023-SE27
SAN BORJA,2023,28,2,2023-SE28
SAN BORJA,2023,30,1,2023-SE30
SAN BORJA,2023,31,1,2023-SE31
SAN BORJA,2024,8,3,2024-SE08
SAN BORJA,2024,9,7,2024-SE09
SAN BORJA,2024,10,17,2024-SE10
SAN BORJA,2024,11,15,2024-SE11
SAN BORJA,2024,12,20,2024-SE12
SAN BORJA,2024,13,17,2024-SE13
SAN BORJA,2024,14,34,2024-SE14
SAN BORJA,2024,15,20,2024-SE15
SAN BORJA,2024,16,36,2024-SE16
SAN BORJA,2024,17,20,2024-SE17
SAN BORJA,2024,18,23,2024-SE18
SAN BORJA,2024,19,13,2024-SE19
SAN BORJA,2024,20,7,2024-SE20
SAN BORJA,2024,21,8,2024-SE21
SAN BORJA,2024,22,2,2024-SE22
SAN BORJA,2024,23,1,2024-SE23
SAN BORJA,2024,24,5,2024-SE24
SAN BORJA,2024,25,1,2024-SE25
SAN BORJA,2024,26,1,2024-SE26
SAN BORJA,2024,28,1,2024-SE28
SAN BORJA,2024,31,1,2024-SE31
SAN ISIDRO,2017,51,1,2017-SE51
SAN ISIDRO,2023,18,2,2023-SE18
SAN ISIDRO,2023,19,2,2023-SE19
SAN ISIDRO,2023,20,2,2023-SE20
SAN ISIDRO,2023,21,4,2023-SE21
SAN ISIDRO,2023,23,2,2023-SE23
SAN ISIDRO,2023,24,1,2023-SE24
SAN ISIDRO,2023,27,4,2023-SE27
SAN ISIDRO,2023,28,1,2023-SE28
SAN ISIDRO,2023,29,2,2023-SE29
SAN ISIDRO,2023,30,1,2023-SE30
SAN ISIDRO,2023,32,1,2023-SE32
SAN ISIDRO,2023,36,1,2023-SE36
SAN ISIDRO,2023,39,1,2023-SE39
SAN ISIDRO,2023,40,1,2023-SE40
SAN ISIDRO,2024,6,2,2024-SE06
SAN ISIDRO,2024,8,2,2024-SE08
SAN ISIDRO,2024,9,4,2024-SE09
SAN ISIDRO,2024,10,9,2024-SE10
SAN ISIDRO,2024,11,3,2024-SE11
SAN ISIDRO,2024,12,5,2024-SE12
SAN ISIDRO,2024,13,8,2024-SE13
SAN ISIDRO,2024,14,8,2024-SE14
SAN ISIDRO,2024,15,6,2024-SE15
SAN ISIDRO,2024,16,10,2024-SE16
SAN ISIDRO,2024,17,5,2024-SE17
SAN ISIDRO,2024,18,8,2024-SE18
SAN ISIDRO,2024,19,6,2024-SE19
SAN ISIDRO,2024,20,3,2024-SE20
SAN ISIDRO,2024,21,2,2024-SE21
SAN ISIDRO,2024,22,3,2024-SE22
SAN ISIDRO,2024,24,1,2024-SE24
SAN ISIDRO,2024,27,1,2024-SE27
SAN JUAN DE LURIGANCHO,2005,16,1,2005-SE16
SAN JUAN DE LURIGANCHO,2005,19,1,2005-SE19
SAN JUAN DE LURIGANCHO,2006,15,1,2006-SE15
SAN JUAN DE LURIGANCHO,2006,32,1,2006-SE32
SAN JUAN DE LURIGANCHO,2007,14,3,2007-SE14
SAN JUAN DE LURIGANCHO,2007,15,5,2007-SE15
SAN JUAN DE LURIGANCHO,2007,16,2,2007-SE16
SAN JUAN DE LURIGANCHO,2007,18,1,2007-SE18
SAN JUAN DE LURIGANCHO,2007,48,1,2007-SE48
SAN JUAN DE LURIGANCHO,2010,18,1,2010-SE18
SAN JUAN DE LURIGANCHO,2012,20,2,2012-SE20
SAN JUAN DE LURIGANCHO,2012,21,4,2012-SE21
SAN JUAN DE LURIGANCHO,2012,24,1,2012-SE24
SAN JUAN DE LURIGANCHO,2012,25,11,2012-SE25
SAN JUAN DE LURIGANCHO,2012,26,11,2012-SE26
SAN JUAN DE LURIGANCHO,2012,27,2,2012-SE27
SAN JUAN DE LURIGANCHO,2016,6,1,2016-SE06
SAN JUAN DE LURIGANCHO,2016,16,1,2016-SE16
SAN JUAN DE LURIGANCHO,2017,15,1,2017-SE15
SAN JUAN DE LURIGANCHO,2017,17,1,2017-SE17
SAN JUAN DE LURIGANCHO,2017,19,1,2017-SE19
SAN JUAN DE LURIGANCHO,2017,52,1,2017-SE52
SAN JUAN DE LURIGANCHO,2020,46,1,2020-SE46
SAN JUAN DE LURIGANCHO,2021,7,1,2021-SE07
SAN JUAN DE LURIGANCHO,2021,11,3,2021-SE11
SAN JUAN DE LURIGANCHO,2021,12,2,2021-SE12
SAN JUAN DE LURIGANCHO,2021,13,4,2021-SE13
SAN JUAN DE LURIGANCHO,2021,14,8,2021-SE14
SAN JUAN DE LURIGANCHO,2021,15,7,2021-SE15
SAN JUAN DE LURIGANCHO,2021,16,5,2021-SE16
SAN JUAN DE LURIGANCHO,2021,17,5,2021-SE17
SAN JUAN DE LURIGANCHO,2021,18,6,2021-SE18
SAN JUAN DE LURIGANCHO,2021,19,1,2021-SE19
SAN JUAN DE LURIGANCHO,2021,20,2,2021-SE20
SAN JUAN DE LURIGANCHO,2021,21,1,2021-SE21
SAN JUAN DE LURIGANCHO,2021,23,2,2021-SE23
SAN JUAN DE LURIGANCHO,2021,25,1,2021-SE25
SAN JUAN DE LURIGANCHO,2022,4,1,2022-SE04
SAN JUAN DE LURIGANCHO,2022,8,1,2022-SE08
SAN JUAN DE LURIGANCHO,2022,9,4,2022-SE09
SAN JUAN DE LURIGANCHO,2022,10,3,2022-SE10
SAN JUAN DE LURIGANCHO,2022,11,11,2022-SE11
SAN JUAN DE LURIGANCHO,2022,12,26,2022-SE12
SAN JUAN DE LURIGANCHO,2022,13,18,2022-SE13
SAN JUAN DE LURIGANCHO,2022,14,18,2022-SE14
SAN JUAN DE LURIGANCHO,2022,15,18,2022-SE15
